case_id,court_name,debtor_order,masked_birth_id
9942/2014,Regional Court in Usti nad Labem,1-Jan,9361119J/XXXX
67164/2015,Regional Court in Ceske Budejovice,1-Jan,0451252R/XXXX
93544/2017,Regional Court in Usti nad Labem,1-Jan,7958257V/XXXX
50518/2016,Regional Court in Ceske Budejovice,1-Jan,02510128/XXXX
33455/2016,Regional Court in Hradec Kralove,1-Jan,995228J7/XXXX
35946/2017,Regional Court in Ostrava,1-Jan,755719OK/XXXX
27444/2015,Regional Court in Ostrava,1-Jan,040410G3/XXXX
75242/2017,Regional Court in Brno,1-Jan,591127JW/XXXX
75242/2017,Regional Court in Brno,2-Feb,890607QP/XXXX
98282/2016,Regional Court in Hradec Kralove,1-Jan,0457193X/XXXX
98282/2016,Regional Court in Hradec Kralove,2-Feb,705324JR/XXXX
54197/2015,Regional Court in Hradec Kralove,1-Jan,745816ZR/XXXX
95696/2015,Regional Court in Ostrava,1-Jan,005620J4/XXXX
69846/2018,Regional Court in Ostrava,1-Jan,620611OF/XXXX
65272/2015,Regional Court in Ceske Budejovice,1-Jan,890716FH/XXXX
97921/2018,Regional Court in Hradec Kralove,1-Jan,010518OJ/XXXX
34493/2018,Regional Court in Pilsen,1-Jan,020428AS/XXXX
44610/2017,Regional Court in Ostrava,1-Jan,011209W4/XXXX
18837/2017,Regional Court in Usti nad Labem,1-Jan,915204AF/XXXX
35167/2016,Regional Court in Usti nad Labem,1-Jan,730403QN/XXXX
26987/2018,Regional Court in Ostrava,1-Jan,940720G9/XXXX
35891/2015,Regional Court in Prague,1-Jan,681007IC/XXXX
77402/2016,Regional Court in Brno,1-Jan,635623PD/XXXX
88921/2018,Regional Court in Ostrava,1-Jan,000109WO/XXXX
88921/2018,Regional Court in Ostrava,2-Feb,7853182B/XXXX
17760/2015,Regional Court in Brno,1-Jan,780710GG/XXXX
58670/2018,Regional Court in Hradec Kralove,1-Jan,575809AT/XXXX
38239/2015,Municipal Court in Prague,1-Jan,726022D0/XXXX
90300/2018,Municipal Court in Prague,1-Jan,61560515/XXXX
90300/2018,Municipal Court in Prague,2-Feb,035821H0/XXXX
10269/2016,Municipal Court in Prague,1-Jan,710308P5/XXXX
97454/2015,Regional Court in Usti nad Labem,1-Jan,0156226N/XXXX
97454/2015,Regional Court in Usti nad Labem,2-Feb,790809R5/XXXX
21325/2015,Regional Court in Hradec Kralove,1-Jan,000515R5/XXXX
21325/2015,Regional Court in Hradec Kralove,2-Feb,640322JF/XXXX
61903/2016,Regional Court in Pilsen,1-Jan,711003W1/XXXX
88852/2017,Regional Court in Pilsen,1-Jan,6604065G/XXXX
98549/2016,Regional Court in Hradec Kralove,1-Jan,040623PJ/XXXX
86016/2018,Regional Court in Prague,1-Jan,045403JT/XXXX
59918/2018,Regional Court in Pilsen,1-Jan,03511106/XXXX
95976/2016,Regional Court in Ceske Budejovice,1-Jan,0304233X/XXXX
46451/2016,Regional Court in Ostrava,1-Jan,675812SE/XXXX
62908/2017,Regional Court in Brno,1-Jan,0212245U/XXXX
62908/2017,Regional Court in Brno,2-Feb,935804QV/XXXX
66991/2017,Regional Court in Prague,1-Jan,945404ZE/XXXX
60917/2018,Regional Court in Pilsen,1-Jan,0410266Z/XXXX
60917/2018,Regional Court in Pilsen,2-Feb,955228DN/XXXX
19058/2015,Regional Court in Brno,1-Jan,005427UL/XXXX
30908/2017,Regional Court in Ceske Budejovice,1-Jan,035926N1/XXXX
87530/2014,Regional Court in Usti nad Labem,1-Jan,045514PZ/XXXX
87530/2014,Regional Court in Usti nad Labem,2-Feb,020601HX/XXXX
86033/2017,Regional Court in Usti nad Labem,1-Jan,575911O8/XXXX
71770/2014,Regional Court in Ostrava,1-Jan,0359043N/XXXX
98748/2016,Regional Court in Prague,1-Jan,041008MJ/XXXX
98748/2016,Regional Court in Prague,2-Feb,046105OX/XXXX
18047/2014,Regional Court in Pilsen,1-Jan,885719ZX/XXXX
22344/2017,Regional Court in Pilsen,1-Jan,016217X7/XXXX
16842/2017,Regional Court in Pilsen,1-Jan,625610NJ/XXXX
1273/2015,Regional Court in Usti nad Labem,1-Jan,035819JS/XXXX
12706/2015,Regional Court in Usti nad Labem,1-Jan,690711Y2/XXXX
12706/2015,Regional Court in Usti nad Labem,2-Feb,021103A1/XXXX
3446/2015,Regional Court in Pilsen,1-Jan,560526DF/XXXX
4153/2016,Regional Court in Prague,1-Jan,625218AI/XXXX
4153/2016,Regional Court in Prague,2-Feb,605310QA/XXXX
50219/2016,Regional Court in Brno,1-Jan,701019FV/XXXX
50219/2016,Regional Court in Brno,2-Feb,620502KT/XXXX
14305/2017,Regional Court in Ceske Budejovice,1-Jan,021014S5/XXXX
73764/2018,Regional Court in Ostrava,1-Jan,945521A0/XXXX
6961/2017,Regional Court in Ceske Budejovice,1-Jan,60072378/XXXX
99657/2018,Regional Court in Hradec Kralove,1-Jan,025607TL/XXXX
65091/2017,Regional Court in Usti nad Labem,1-Jan,000901S7/XXXX
26295/2015,Regional Court in Pilsen,1-Jan,726123MC/XXXX
93663/2015,Regional Court in Ostrava,1-Jan,035228HW/XXXX
96538/2018,Regional Court in Ostrava,1-Jan,046009ZT/XXXX
96538/2018,Regional Court in Ostrava,2-Feb,986102KR/XXXX
70784/2014,Regional Court in Ostrava,1-Jan,6060261E/XXXX
83090/2016,Municipal Court in Prague,1-Jan,8504113L/XXXX
83090/2016,Municipal Court in Prague,2-Feb,591020S6/XXXX
40514/2018,Regional Court in Pilsen,1-Jan,585902IO/XXXX
57112/2016,Regional Court in Pilsen,1-Jan,980115XL/XXXX
57112/2016,Regional Court in Pilsen,2-Feb,5510234C/XXXX
17735/2015,Municipal Court in Prague,1-Jan,025519Y9/XXXX
8512/2017,Regional Court in Hradec Kralove,1-Jan,000712CC/XXXX
44403/2018,Regional Court in Hradec Kralove,1-Jan,740711A6/XXXX
44403/2018,Regional Court in Hradec Kralove,2-Feb,0058080E/XXXX
1881/2016,Regional Court in Pilsen,1-Jan,625310SC/XXXX
24401/2016,Regional Court in Ceske Budejovice,1-Jan,6151278O/XXXX
82684/2018,Regional Court in Ostrava,1-Jan,640326CC/XXXX
82684/2018,Regional Court in Ostrava,2-Feb,021014F2/XXXX
28425/2018,Regional Court in Ostrava,1-Jan,040206WO/XXXX
63096/2016,Regional Court in Ostrava,1-Jan,046102DE/XXXX
12013/2017,Regional Court in Prague,1-Jan,570817LR/XXXX
48067/2015,Regional Court in Hradec Kralove,1-Jan,896103HE/XXXX
48067/2015,Regional Court in Hradec Kralove,2-Feb,575907LC/XXXX
40252/2017,Regional Court in Brno,1-Jan,0360250U/XXXX
73432/2015,Regional Court in Ceske Budejovice,1-Jan,600628CR/XXXX
41051/2015,Regional Court in Ostrava,1-Jan,025608QR/XXXX
41051/2015,Regional Court in Ostrava,2-Feb,990910K1/XXXX
51650/2018,Municipal Court in Prague,1-Jan,0361105A/XXXX
27986/2018,Regional Court in Pilsen,1-Jan,5806170A/XXXX
18030/2018,Regional Court in Ostrava,1-Jan,035320JC/XXXX
18030/2018,Regional Court in Ostrava,2-Feb,0204019S/XXXX
97638/2016,Regional Court in Ceske Budejovice,1-Jan,021227JP/XXXX
75529/2018,Regional Court in Prague,1-Jan,650521YI/XXXX
14791/2018,Municipal Court in Prague,1-Jan,650507W2/XXXX
16031/2016,Municipal Court in Prague,1-Jan,03581545/XXXX
24230/2018,Regional Court in Hradec Kralove,1-Jan,5911250H/XXXX
84203/2015,Regional Court in Usti nad Labem,1-Jan,000723JS/XXXX
84203/2015,Regional Court in Usti nad Labem,2-Feb,795408NF/XXXX
88046/2015,Regional Court in Ostrava,1-Jan,615611ZC/XXXX
52011/2016,Regional Court in Brno,1-Jan,026120N2/XXXX
75606/2017,Regional Court in Usti nad Labem,1-Jan,0311258L/XXXX
66984/2016,Regional Court in Usti nad Labem,1-Jan,940210FR/XXXX
96067/2017,Regional Court in Prague,1-Jan,020309K2/XXXX
88163/2015,Regional Court in Ceske Budejovice,1-Jan,011028OX/XXXX
88163/2015,Regional Court in Ceske Budejovice,2-Feb,555228V4/XXXX
41824/2014,Regional Court in Usti nad Labem,1-Jan,935410IS/XXXX
21431/2016,Regional Court in Usti nad Labem,1-Jan,7907285J/XXXX
21431/2016,Regional Court in Usti nad Labem,2-Feb,660513TJ/XXXX
96730/2014,Regional Court in Ostrava,1-Jan,031212OV/XXXX
99510/2017,Regional Court in Ostrava,1-Jan,9906233O/XXXX
88251/2017,Municipal Court in Prague,1-Jan,985309FA/XXXX
56436/2016,Regional Court in Prague,1-Jan,045922OJ/XXXX
99079/2015,Regional Court in Prague,1-Jan,0351044Q/XXXX
60069/2015,Regional Court in Ostrava,1-Jan,665409QS/XXXX
64595/2014,Regional Court in Prague,1-Jan,55611926/XXXX
45967/2016,Regional Court in Hradec Kralove,1-Jan,0307203M/XXXX
45967/2016,Regional Court in Hradec Kralove,2-Feb,000828P8/XXXX
84633/2016,Regional Court in Prague,1-Jan,780126KS/XXXX
84633/2016,Regional Court in Prague,2-Feb,945212RU/XXXX
89219/2018,Regional Court in Brno,1-Jan,830216YF/XXXX
89219/2018,Regional Court in Brno,2-Feb,9762036R/XXXX
84040/2017,Regional Court in Ostrava,1-Jan,0160254L/XXXX
16163/2018,Regional Court in Prague,1-Jan,9254247N/XXXX
90037/2016,Regional Court in Brno,1-Jan,045404P0/XXXX
90037/2016,Regional Court in Brno,2-Feb,640527EV/XXXX
29272/2017,Regional Court in Hradec Kralove,1-Jan,760327DE/XXXX
63052/2016,Regional Court in Pilsen,1-Jan,881210IC/XXXX
63052/2016,Regional Court in Pilsen,2-Feb,6103113J/XXXX
48477/2015,Regional Court in Hradec Kralove,1-Jan,010714A3/XXXX
53952/2018,Regional Court in Hradec Kralove,1-Jan,746220BO/XXXX
65122/2015,Municipal Court in Prague,1-Jan,921019UH/XXXX
43628/2015,Regional Court in Prague,1-Jan,0107271P/XXXX
99763/2018,Regional Court in Hradec Kralove,1-Jan,011023B0/XXXX
12090/2015,Regional Court in Usti nad Labem,1-Jan,8903140F/XXXX
12090/2015,Regional Court in Usti nad Labem,2-Feb,045522YS/XXXX
5814/2017,Municipal Court in Prague,1-Jan,016018DM/XXXX
89673/2016,Regional Court in Ostrava,1-Jan,591124HC/XXXX
36405/2018,Regional Court in Brno,1-Jan,5956215N/XXXX
41180/2015,Regional Court in Usti nad Labem,1-Jan,771219IZ/XXXX
91001/2017,Regional Court in Brno,1-Jan,796024H3/XXXX
37152/2018,Regional Court in Ceske Budejovice,1-Jan,0105215J/XXXX
37152/2018,Regional Court in Ceske Budejovice,2-Feb,6061034F/XXXX
63869/2016,Regional Court in Usti nad Labem,1-Jan,041204P0/XXXX
70220/2017,Regional Court in Ostrava,1-Jan,656125XE/XXXX
15841/2016,Regional Court in Prague,1-Jan,000510UI/XXXX
61693/2018,Municipal Court in Prague,1-Jan,551015LJ/XXXX
61693/2018,Municipal Court in Prague,2-Feb,66571206/XXXX
30634/2015,Regional Court in Hradec Kralove,1-Jan,665926H6/XXXX
6276/2015,Regional Court in Prague,1-Jan,575322CU/XXXX
66779/2017,Regional Court in Ostrava,1-Jan,01020418/XXXX
11828/2016,Regional Court in Brno,1-Jan,875308H7/XXXX
25729/2017,Regional Court in Hradec Kralove,1-Jan,010205P2/XXXX
25729/2017,Regional Court in Hradec Kralove,2-Feb,645701C5/XXXX
15425/2016,Municipal Court in Prague,1-Jan,8154113B/XXXX
48655/2015,Regional Court in Ostrava,1-Jan,045311NN/XXXX
6379/2017,Regional Court in Hradec Kralove,1-Jan,010423S6/XXXX
17755/2016,Regional Court in Prague,1-Jan,900612S7/XXXX
38965/2015,Regional Court in Ostrava,1-Jan,011227PV/XXXX
21971/2015,Regional Court in Prague,1-Jan,870817XG/XXXX
37406/2014,Regional Court in Prague,1-Jan,01541870/XXXX
37406/2014,Regional Court in Prague,2-Feb,020603ZG/XXXX
3049/2018,Regional Court in Prague,1-Jan,040224OG/XXXX
49318/2015,Regional Court in Usti nad Labem,1-Jan,840327BC/XXXX
56888/2015,Regional Court in Prague,1-Jan,00121780/XXXX
36082/2015,Regional Court in Usti nad Labem,1-Jan,550218L5/XXXX
72252/2017,Regional Court in Brno,1-Jan,730217Q9/XXXX
91015/2018,Regional Court in Hradec Kralove,1-Jan,6502086I/XXXX
91015/2018,Regional Court in Hradec Kralove,2-Feb,00560329/XXXX
66437/2016,Regional Court in Prague,1-Jan,00012899/XXXX
24838/2014,Regional Court in Ostrava,1-Jan,856214L8/XXXX
77148/2018,Regional Court in Pilsen,1-Jan,011203FN/XXXX
73286/2015,Regional Court in Prague,1-Jan,69012487/XXXX
73286/2015,Regional Court in Prague,2-Feb,031201RN/XXXX
33118/2015,Regional Court in Prague,1-Jan,0103168X/XXXX
5209/2015,Regional Court in Ostrava,1-Jan,805722TZ/XXXX
98404/2016,Regional Court in Ostrava,1-Jan,6612184T/XXXX
80061/2014,Municipal Court in Prague,1-Jan,6559044D/XXXX
41449/2014,Regional Court in Brno,1-Jan,805907KP/XXXX
4104/2016,Regional Court in Usti nad Labem,1-Jan,0055069T/XXXX
96514/2018,Regional Court in Ceske Budejovice,1-Jan,030311IN/XXXX
66211/2018,Regional Court in Ceske Budejovice,1-Jan,0259285V/XXXX
61390/2014,Regional Court in Usti nad Labem,1-Jan,8311057V/XXXX
59994/2014,Regional Court in Pilsen,1-Jan,041102FZ/XXXX
46735/2018,Regional Court in Hradec Kralove,1-Jan,030203B6/XXXX
15984/2015,Regional Court in Usti nad Labem,1-Jan,855321DK/XXXX
90610/2014,Regional Court in Ostrava,1-Jan,645209P5/XXXX
57168/2015,Municipal Court in Prague,1-Jan,770716UY/XXXX
43432/2017,Regional Court in Hradec Kralove,1-Jan,020105T9/XXXX
84138/2018,Regional Court in Ostrava,1-Jan,681207QY/XXXX
48683/2018,Regional Court in Pilsen,1-Jan,621216TQ/XXXX
22319/2016,Regional Court in Ceske Budejovice,1-Jan,03611065/XXXX
88518/2016,Regional Court in Usti nad Labem,1-Jan,8459137C/XXXX
41291/2015,Regional Court in Hradec Kralove,1-Jan,70011420/XXXX
41291/2015,Regional Court in Hradec Kralove,2-Feb,046220KL/XXXX
17891/2018,Regional Court in Ceske Budejovice,1-Jan,035617AR/XXXX
17891/2018,Regional Court in Ceske Budejovice,2-Feb,015904PG/XXXX
11324/2017,Regional Court in Ostrava,1-Jan,036121MB/XXXX
37040/2017,Regional Court in Hradec Kralove,1-Jan,925204T7/XXXX
55230/2014,Regional Court in Usti nad Labem,1-Jan,980713KS/XXXX
81478/2018,Regional Court in Pilsen,1-Jan,7152071Y/XXXX
91649/2015,Municipal Court in Prague,1-Jan,605623ZI/XXXX
91649/2015,Municipal Court in Prague,2-Feb,035913CG/XXXX
64941/2018,Regional Court in Ostrava,1-Jan,0256206O/XXXX
85554/2015,Regional Court in Usti nad Labem,1-Jan,620326KR/XXXX
85554/2015,Regional Court in Usti nad Labem,2-Feb,590422NN/XXXX
31493/2016,Regional Court in Usti nad Labem,1-Jan,045404ZH/XXXX
36968/2018,Regional Court in Ceske Budejovice,1-Jan,756013F1/XXXX
85512/2018,Municipal Court in Prague,1-Jan,036210HK/XXXX
50008/2018,Regional Court in Prague,1-Jan,555304KR/XXXX
50008/2018,Regional Court in Prague,2-Feb,7859013G/XXXX
61384/2015,Regional Court in Prague,1-Jan,925721S7/XXXX
39828/2016,Municipal Court in Prague,1-Jan,016121D4/XXXX
78401/2014,Regional Court in Prague,1-Jan,7412159W/XXXX
9996/2015,Regional Court in Pilsen,1-Jan,9161049T/XXXX
73129/2016,Regional Court in Brno,1-Jan,875717L3/XXXX
24153/2015,Regional Court in Prague,1-Jan,8202223F/XXXX
54026/2018,Regional Court in Usti nad Labem,1-Jan,025807AD/XXXX
23312/2018,Regional Court in Hradec Kralove,1-Jan,845301UR/XXXX
6921/2018,Regional Court in Pilsen,1-Jan,010917A9/XXXX
6921/2018,Regional Court in Pilsen,2-Feb,760816MY/XXXX
88023/2017,Regional Court in Ostrava,1-Jan,000522X1/XXXX
88023/2017,Regional Court in Ostrava,2-Feb,696105MV/XXXX
15146/2018,Regional Court in Pilsen,1-Jan,030906GM/XXXX
15146/2018,Regional Court in Pilsen,2-Feb,810510C2/XXXX
90853/2018,Regional Court in Ceske Budejovice,1-Jan,731018AJ/XXXX
47170/2016,Municipal Court in Prague,1-Jan,775526WZ/XXXX
33601/2014,Regional Court in Ostrava,1-Jan,610510JB/XXXX
33601/2014,Regional Court in Ostrava,2-Feb,021005CG/XXXX
58264/2015,Regional Court in Usti nad Labem,1-Jan,041123MT/XXXX
40634/2014,Regional Court in Prague,1-Jan,940919I3/XXXX
40634/2014,Regional Court in Prague,2-Feb,801101TX/XXXX
16917/2017,Regional Court in Ostrava,1-Jan,001207X9/XXXX
1004/2017,Regional Court in Prague,1-Jan,700404U1/XXXX
87266/2018,Regional Court in Hradec Kralove,1-Jan,015327FA/XXXX
51570/2016,Regional Court in Brno,1-Jan,825301IT/XXXX
2195/2018,Regional Court in Pilsen,1-Jan,045412XO/XXXX
2195/2018,Regional Court in Pilsen,2-Feb,640621LT/XXXX
87372/2016,Regional Court in Pilsen,1-Jan,9709098K/XXXX
90040/2017,Regional Court in Ceske Budejovice,1-Jan,010206OQ/XXXX
4861/2017,Regional Court in Hradec Kralove,1-Jan,035321ZC/XXXX
4861/2017,Regional Court in Hradec Kralove,2-Feb,985508CA/XXXX
1686/2014,Regional Court in Prague,1-Jan,595606XV/XXXX
10288/2016,Regional Court in Hradec Kralove,1-Jan,615216E3/XXXX
68863/2014,Regional Court in Ceske Budejovice,1-Jan,5809237U/XXXX
68863/2014,Regional Court in Ceske Budejovice,2-Feb,000111QG/XXXX
74905/2015,Municipal Court in Prague,1-Jan,000603Q5/XXXX
74905/2015,Municipal Court in Prague,2-Feb,63052426/XXXX
26712/2018,Municipal Court in Prague,1-Jan,0009163O/XXXX
26381/2018,Regional Court in Brno,1-Jan,601001EQ/XXXX
6730/2015,Regional Court in Prague,1-Jan,020320PU/XXXX
73273/2017,Regional Court in Ostrava,1-Jan,720623YW/XXXX
49809/2017,Regional Court in Prague,1-Jan,701215T7/XXXX
3470/2018,Regional Court in Pilsen,1-Jan,685706RY/XXXX
3470/2018,Regional Court in Pilsen,2-Feb,895601LG/XXXX
89862/2016,Regional Court in Usti nad Labem,1-Jan,821024XG/XXXX
39774/2018,Regional Court in Usti nad Labem,1-Jan,025522G0/XXXX
63941/2016,Regional Court in Ostrava,1-Jan,920209ZK/XXXX
81995/2017,Regional Court in Prague,1-Jan,016117SK/XXXX
47312/2017,Regional Court in Ostrava,1-Jan,615217S7/XXXX
38104/2014,Regional Court in Pilsen,1-Jan,025721NU/XXXX
94817/2015,Regional Court in Brno,1-Jan,02041329/XXXX
94817/2015,Regional Court in Brno,2-Feb,005208WZ/XXXX
32985/2015,Regional Court in Ceske Budejovice,1-Jan,0108117F/XXXX
75624/2016,Regional Court in Pilsen,1-Jan,0107228G/XXXX
75624/2016,Regional Court in Pilsen,2-Feb,620214QW/XXXX
98367/2017,Regional Court in Ostrava,1-Jan,00120648/XXXX
45124/2014,Regional Court in Ostrava,1-Jan,000224MS/XXXX
67764/2017,Regional Court in Ceske Budejovice,1-Jan,021121TO/XXXX
67614/2016,Regional Court in Ceske Budejovice,1-Jan,7553052D/XXXX
67614/2016,Regional Court in Ceske Budejovice,2-Feb,945604MI/XXXX
80451/2018,Regional Court in Brno,1-Jan,010207ZW/XXXX
27626/2018,Municipal Court in Prague,1-Jan,830905TI/XXXX
11363/2017,Regional Court in Ostrava,1-Jan,655911HT/XXXX
69327/2014,Regional Court in Usti nad Labem,1-Jan,0011210F/XXXX
27027/2017,Regional Court in Brno,1-Jan,6851144V/XXXX
46705/2017,Regional Court in Prague,1-Jan,740410VV/XXXX
87824/2018,Regional Court in Brno,1-Jan,005623P8/XXXX
54609/2015,Regional Court in Prague,1-Jan,750713SR/XXXX
22828/2016,Regional Court in Ceske Budejovice,1-Jan,9410118Y/XXXX
28585/2014,Municipal Court in Prague,1-Jan,895728EI/XXXX
70016/2018,Regional Court in Usti nad Labem,1-Jan,6555101E/XXXX
36389/2016,Regional Court in Usti nad Labem,1-Jan,815101Y9/XXXX
36389/2016,Regional Court in Usti nad Labem,2-Feb,035427JK/XXXX
54258/2015,Municipal Court in Prague,1-Jan,040908O1/XXXX
15280/2016,Regional Court in Pilsen,1-Jan,005218AD/XXXX
8724/2018,Regional Court in Usti nad Labem,1-Jan,765302KQ/XXXX
97951/2017,Regional Court in Ceske Budejovice,1-Jan,99521380/XXXX
97951/2017,Regional Court in Ceske Budejovice,2-Feb,01541572/XXXX
89694/2018,Regional Court in Usti nad Labem,1-Jan,0461069I/XXXX
18739/2018,Regional Court in Usti nad Labem,1-Jan,7507069U/XXXX
9751/2017,Regional Court in Hradec Kralove,1-Jan,950107HI/XXXX
11154/2017,Regional Court in Hradec Kralove,1-Jan,66551968/XXXX
81725/2015,Regional Court in Usti nad Labem,1-Jan,69040399/XXXX
16374/2016,Regional Court in Ceske Budejovice,1-Jan,035610XK/XXXX
33838/2016,Regional Court in Usti nad Labem,1-Jan,770301NT/XXXX
26668/2018,Regional Court in Ostrava,1-Jan,740604NG/XXXX
75996/2015,Municipal Court in Prague,1-Jan,041115VB/XXXX
75996/2015,Municipal Court in Prague,2-Feb,040202N1/XXXX
13776/2017,Municipal Court in Prague,1-Jan,046201LK/XXXX
13776/2017,Municipal Court in Prague,2-Feb,921212X0/XXXX
59117/2017,Municipal Court in Prague,1-Jan,0303210J/XXXX
16238/2017,Regional Court in Pilsen,1-Jan,7560211A/XXXX
16238/2017,Regional Court in Pilsen,2-Feb,780803FJ/XXXX
30617/2015,Regional Court in Brno,1-Jan,735523SG/XXXX
30617/2015,Regional Court in Brno,2-Feb,785625XS/XXXX
38839/2016,Regional Court in Usti nad Labem,1-Jan,720217DG/XXXX
5436/2017,Regional Court in Hradec Kralove,1-Jan,555314UL/XXXX
76492/2018,Regional Court in Pilsen,1-Jan,700524NL/XXXX
68135/2016,Municipal Court in Prague,1-Jan,04541988/XXXX
40489/2015,Regional Court in Ostrava,1-Jan,035224F9/XXXX
61749/2018,Regional Court in Hradec Kralove,1-Jan,6306258P/XXXX
80760/2018,Municipal Court in Prague,1-Jan,875120P4/XXXX
41775/2015,Regional Court in Prague,1-Jan,810306PX/XXXX
67449/2015,Regional Court in Prague,1-Jan,9757143J/XXXX
15637/2018,Regional Court in Ostrava,1-Jan,79110390/XXXX
15637/2018,Regional Court in Ostrava,2-Feb,045507WT/XXXX
4084/2016,Regional Court in Hradec Kralove,1-Jan,565811J2/XXXX
37004/2015,Regional Court in Ceske Budejovice,1-Jan,04601524/XXXX
40581/2016,Regional Court in Hradec Kralove,1-Jan,0262215R/XXXX
58271/2016,Regional Court in Pilsen,1-Jan,871102PB/XXXX
84211/2015,Regional Court in Pilsen,1-Jan,755403IT/XXXX
20893/2016,Regional Court in Usti nad Labem,1-Jan,990322OG/XXXX
40850/2017,Regional Court in Ceske Budejovice,1-Jan,005320AM/XXXX
80576/2018,Regional Court in Prague,1-Jan,685219IB/XXXX
80576/2018,Regional Court in Prague,2-Feb,030914MD/XXXX
30504/2016,Regional Court in Ceske Budejovice,1-Jan,830328BP/XXXX
30504/2016,Regional Court in Ceske Budejovice,2-Feb,765821B6/XXXX
11552/2017,Regional Court in Ceske Budejovice,1-Jan,021008AU/XXXX
23965/2016,Regional Court in Ostrava,1-Jan,6305031D/XXXX
44418/2014,Regional Court in Hradec Kralove,1-Jan,5901242Q/XXXX
44418/2014,Regional Court in Hradec Kralove,2-Feb,030226QG/XXXX
96046/2018,Regional Court in Usti nad Labem,1-Jan,046121SR/XXXX
32859/2017,Regional Court in Prague,1-Jan,966203TV/XXXX
32859/2017,Regional Court in Prague,2-Feb,020523SL/XXXX
49608/2015,Regional Court in Prague,1-Jan,651021JU/XXXX
77445/2015,Regional Court in Ostrava,1-Jan,871228XP/XXXX
23988/2015,Regional Court in Ceske Budejovice,1-Jan,005608JD/XXXX
48652/2018,Regional Court in Usti nad Labem,1-Jan,765903HZ/XXXX
33124/2015,Regional Court in Ostrava,1-Jan,930518H5/XXXX
13880/2017,Regional Court in Pilsen,1-Jan,950207U7/XXXX
15617/2014,Regional Court in Pilsen,1-Jan,046120T0/XXXX
45714/2015,Regional Court in Ceske Budejovice,1-Jan,830225BV/XXXX
84608/2018,Regional Court in Pilsen,1-Jan,610407JW/XXXX
21498/2017,Regional Court in Prague,1-Jan,656022AK/XXXX
47390/2015,Regional Court in Brno,1-Jan,915725Q0/XXXX
47390/2015,Regional Court in Brno,2-Feb,8106218T/XXXX
74396/2018,Regional Court in Brno,1-Jan,0305044F/XXXX
77823/2015,Regional Court in Ostrava,1-Jan,025912SI/XXXX
74641/2017,Regional Court in Ceske Budejovice,1-Jan,025917I1/XXXX
61398/2015,Regional Court in Pilsen,1-Jan,02552018/XXXX
3123/2018,Regional Court in Ceske Budejovice,1-Jan,020916IL/XXXX
99554/2017,Regional Court in Ostrava,1-Jan,0308249L/XXXX
39510/2018,Regional Court in Pilsen,1-Jan,6906149G/XXXX
94703/2018,Regional Court in Ostrava,1-Jan,01550661/XXXX
94703/2018,Regional Court in Ostrava,2-Feb,000318M4/XXXX
58624/2017,Municipal Court in Prague,1-Jan,680702SS/XXXX
65108/2017,Regional Court in Prague,1-Jan,0354075W/XXXX
48237/2018,Regional Court in Prague,1-Jan,9605085O/XXXX
48237/2018,Regional Court in Prague,2-Feb,721221K2/XXXX
97973/2014,Regional Court in Usti nad Labem,1-Jan,655706BX/XXXX
49913/2015,Regional Court in Pilsen,1-Jan,565601U2/XXXX
49913/2015,Regional Court in Pilsen,2-Feb,810118OX/XXXX
71349/2016,Regional Court in Pilsen,1-Jan,000516UG/XXXX
19690/2015,Regional Court in Prague,1-Jan,8055206F/XXXX
35960/2016,Regional Court in Ostrava,1-Jan,9753192O/XXXX
64016/2016,Municipal Court in Prague,1-Jan,045715DT/XXXX
34460/2016,Regional Court in Ostrava,1-Jan,031104LX/XXXX
46563/2017,Regional Court in Brno,1-Jan,005906PW/XXXX
70881/2018,Regional Court in Ceske Budejovice,1-Jan,045312A6/XXXX
53543/2014,Regional Court in Ostrava,1-Jan,0308118J/XXXX
22004/2015,Regional Court in Pilsen,1-Jan,010726AQ/XXXX
97948/2018,Regional Court in Prague,1-Jan,641109K0/XXXX
21142/2017,Regional Court in Hradec Kralove,1-Jan,020502OG/XXXX
96913/2016,Municipal Court in Prague,1-Jan,970827RQ/XXXX
33931/2016,Regional Court in Hradec Kralove,1-Jan,865419VE/XXXX
33931/2016,Regional Court in Hradec Kralove,2-Feb,001216ZO/XXXX
48277/2014,Regional Court in Usti nad Labem,1-Jan,0312242M/XXXX
83643/2015,Regional Court in Prague,1-Jan,006215GM/XXXX
83643/2015,Regional Court in Prague,2-Feb,7005153K/XXXX
46683/2016,Regional Court in Pilsen,1-Jan,605612YE/XXXX
46683/2016,Regional Court in Pilsen,2-Feb,606113KV/XXXX
3087/2015,Regional Court in Prague,1-Jan,040525ZY/XXXX
47373/2015,Regional Court in Brno,1-Jan,7310195K/XXXX
33158/2018,Regional Court in Ostrava,1-Jan,015110F1/XXXX
33158/2018,Regional Court in Ostrava,2-Feb,830718ZC/XXXX
48706/2017,Regional Court in Usti nad Labem,1-Jan,705618M4/XXXX
48706/2017,Regional Court in Usti nad Labem,2-Feb,990426Y8/XXXX
73623/2017,Regional Court in Hradec Kralove,1-Jan,585820SV/XXXX
73623/2017,Regional Court in Hradec Kralove,2-Feb,650118SZ/XXXX
94534/2018,Regional Court in Usti nad Labem,1-Jan,015707SJ/XXXX
71728/2018,Regional Court in Prague,1-Jan,040123M7/XXXX
